week	Genetic 0	Genetic 1	Genetic 2	Genetic 3	Genetic 4	Genetic 5	Genetic 6
0	3.0845379524704573	0.6719417010139628	1.7787293851760708	2.002734275586567	81.09623520812681	15.642067356419062	3.3894883303368744
1	2.707787126727606	1.5380297309391509	4.563462011328909	2.611427011775998	157.0247489203001	18.610510026841922	7.397824711580689
