1	99.6300130512094
2	98.2473181059325	5.255622262349178
3	98.27351306555659	5.255622262349178	0.055703609100167
4	98.46127410738796	5.255622262349178	0.2592731268871492	0.055703609100167
5	83.47785601327558	27.864551072502138	5.2673516788669765	0.7897169348574384	0.2592731268871492
6	83.03462089412454	28.55060908431261	5.339015184179818	1.1523091066899003	0.7897169348574384	0.2592731268871492
