week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	95.16078666267036	81.76673356838953	96.460686239601	98.96632560695565	6.0737970294926775
1	95.3320451321151	88.97870752851806	98.98016128414349	98.2892555677001	-8.629035554284815
2	81.72608736334662	-3.5828900422997076	92.10048864046085	86.55564714629158	27.99449196121809
3	94.64844217257392	83.9900165485091	98.60165731147666	97.15156236100239	9.349235374282411
4	90.21404303831505	89.14630440874568	93.22106124259022	95.95733845539671	-9.078076251894219
5	92.763983333316	96.87849391255901	94.74213084066652	97.82634219697375	0.6710795621387111
6	92.70302642235842	92.44845035229294	93.28503206449066	99.35693104121867	-10.492668957023806
7	76.99268450063956	93.09741894559178	93.14775979346916	93.8529142771621	1.6293276465321163
8	74.8117029149066	97.19476850884888	74.04506215891405	95.32331378065618	-13.019758608131873
9	88.83814967022532	62.76091549356846	97.24464705588854	97.91817662407544	3.9454606762500735
