1	99.63
2	103.503
3	103.585
4	104.032
5	117.955
6	119.367
7	119.464
8	119.648
9	107.828
1	99.63
2	103.503
3	103.585
4	104.032
5	116.754
6	117.963
7	120.025
8	119.986
9	120.46
1	99.63
2	103.503
3	103.988
4	104.032
5	104.932
6	114.194
7	106.852
8	119.373
9	120.46
1	99.63
2	103.503
3	100.163
4	105.023
5	104.932
6	117.918
7	119.464
8	119.88
9	120.49
1	99.63
2	103.503
3	103.585
4	104.032
5	117.676
6	114.389
7	119.646
8	120.021
9	120.41
1	99.63
2	103.503
3	103.585
4	104.032
5	104.932
6	119.04
7	119.464
8	119.667
9	120.46
1	99.63
2	103.503
3	103.585
4	104.032
