week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5
0	92.4813701587148	75.34799929562521	95.0241859107066	94.61556231055458	98.54054046186815	-3.7122340850936415
1	95.69545207204587	78.36327728247082	94.90542759593849	97.42804521614127	97.35782981248659	-14.696240364344224
2	74.29531161307693	-0.3286029867277159	93.76875232503512	70.74974590355835	98.02242412184917	23.742679296898302
3	97.27548306494114	73.01016962556314	97.93133772821426	91.8096635332415	98.18984306504497	1.198146764242056
4	87.484519986918	88.84718585514756	98.1924300420428	91.8442690400695	97.07667188144143	-17.189540737969452
5	93.0837007352934	93.80001718136879	96.8598778741532	93.61624890693886	97.86596910819235	-2.841152131892346
6	76.51880444970244	91.35536002635565	99.6771224124524	96.74213972563491	98.78289024014252	-19.97319363043478
7	89.74293219419667	89.5081374558393	95.22798239679175	96.20986844414014	94.97837044949635	-5.225174583320209
8	83.33666826846881	37.824934588225005	83.22016218628197	93.8763949129903	96.97873234826501	-19.990517392633606
9	80.54561283805074	61.25941918470383	97.97279809991026	96.82950948145151	96.52680953609865	-3.7221687554445193
