week	Gen 0	Gen 1
0	115.824594747108	9.952898499721556
1	152.4577689430738	15.043768443410642
2	46.350621323793206	11.141894984863157
3	91.45254613745476	6.161895355046603
4	192.97812893815797	6.515079448931189
5	273.4535683988844	2.5963456361718755
6	175.06960561641847	8.504889553560915
7	129.2883352612871	2.625812834393855
8	147.005498489881	3.5736321408479768
9	122.780835946926	8.534819400517655
