week	Gen 0	Gen 1	Gen 2
0	0.014407519609398867	118.54097946630358	1.356858685420925
1	0.02444005257231289	176.18631118351618	0.708873702882328
2	0.5638285387348688	42.216622617836485	12.143612917202741
3	0.011872338283700667	87.95084204335092	1.0147441311089584
4	0.10425868318797209	203.99354529201057	0.5007665834757263
5	0.028687595825663176	270.7533603070134	0.05272451948085029
6	0.02271309514302023	181.88376920146385	0.05798957216090949
7	0.1573188199248899	129.47493623347947	0.040603150336647145
8	0.5387485245128647	171.4754855039261	0.06420330116546433
9	0.010417992583371132	122.03175767381497	3.5887585201228083
