week	Gen 0	Gen 1	Gen 2
0	54.17727215463166	11.94480026751585	37.89835193666637
1	37.31872766917825	11.235664301683002	16.719507047634114
2	26.228182585320404	32.39178576097587	7.468124016553614
3	51.2369867663902	10.803554719971471	21.804030526873795
4	41.128633223487356	1.4854564514172959	27.333216914177193
5	51.98029581904022	2.0374365749630083	49.230399302056526
6	5.601895606245023	0.019831174672383597	1.6814702946305988
7	27.189966832565908	5.133968760423451	17.91470142352591
8	25.489879956861543	9.810162427082535	13.32580608292216
9	19.69945757211918	10.635848735526867	2.9140783912127484
