week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	114.14492755260761	0.028529171671362187	0.03270959705714236	5.299203079318041	0.38848430546883184	0.16753927657085174	1.1649785056989639
1	171.30269890689297	0.10279867520983625	0.03874811234539292	4.856053517121647	0.8159380099247057	0.36791063840858124	0.5039910369418016
2	41.422870371855765	0.1176595686299825	0.06481201471215757	12.50946650742866	0.3944793405069258	0.3125388590537177	0.08396770934610386
3	87.09787008289436	0.14482647484301336	0.03775952910695984	1.781686367331779	0.2997349736049179	0.16024041877317535	0.960831921236966
4	202.4439287032067	0.13601856755672703	0.05398923825913846	1.086659728755698	0.5954757384100136	0.48477125503889895	1.8082091553251083
5	268.2430770641791	0.0752467213241734	0.029036771477578566	0.7414491899187574	0.640543485613712	0.5812268665665038	1.7975065559269119
6	178.12919262137507	0.02663726201373874	0.003439504984235173	1.2290206542969753	0.4129557752904516	0.20771925196351768	2.1960267796680717
7	127.10433424888832	0.050591607497712444	0.02331236644843391	1.2479853903343003	0.8872757174067442	0.8075060053278302	1.0967322247436104
8	163.06582137172092	0.05460925575801455	0.015335987374973926	1.2370132229062716	1.06499353599295	2.4842780019884487	5.422236100183937
9	117.9452553795392	0.02977772382343469	1.647404462916067	3.320868074914258	0.3994809231783097	1.800281926545771	2.0558542776300217
