week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	2.6410933313482836	6.923116733531991	16.641955037967733	5.148132587696029	4.347831228440384	108.04965133456648	5.276085561410753	0.685962297263158	1.1055517845948981	0.1523961079461822
1	3.5368209465940232	6.673726860009367	16.057762288896228	3.1857453608934634	5.940602844974876	150.63156619867357	5.01763539990619	0.9821050426471123	1.7851992653706592	0.500886345099115
2	3.7676182773724225	4.637781823258633	8.361400090977888	1.7875647034839384	3.340444831058541	53.74718938970389	4.364402974600747	1.0607414406340263	1.4841885047173413	0.45932254449106624
3	2.4364344878131243	5.491179911267675	5.74192103804959	2.4552401644671527	4.97611794331204	85.2862459578364	6.322084072607698	0.8719851024205258	0.7205733532107121	0.4921388948027614
4	2.6352915960397265	15.085706583985768	5.502842060847179	3.851512764851993	10.377456620041556	159.8339603177094	9.31263337215784	0.8649565416932807	0.6275485341343248	0.2976431574584606
5	2.001000075470918	10.60074049236352	3.02359660995981	2.858602076681521	7.622180993118029	254.96931919673705	5.600173513103176	0.8252684947913269	0.4264847661902098	0.40448521982905694
6	1.5428145342645028	13.30721449447519	4.874453741327368	5.63408214700863	9.975633379097196	137.66016323437418	9.576403601752482	0.8052800658875805	0.3284900498869112	0.3832119330938215
7	1.0787862481381296	5.146660955017538	0.037343475780842184	2.6650533556742886	6.081100640107536	122.10447329800883	4.841900018267069	0.2314114477193865	0.953878677901046	0.2730969874615463
8	1.0786388348475384	7.1744069652153115	0.5129999337650073	3.6013615882524626	10.981683805656537	136.84974037775976	6.546313078758594	0.39737592891572726	1.1674513445441912	0.4178229148829
9	1.0397347856523798	11.731555097067606	5.803598997016607	3.4509086452181847	10.406913934374117	108.87913922054184	4.996567770619123	0.5327591051639717	1.121312912656688	0.4386401413791754
