-0.37279,-0.50092,-0.39135,-0.42261,-2.3776,-2.2148,0.33846,-1.1651,-0.49439,-0.40854,-1.7664,-1.74,-1.739,-0.1223,-0.26126,-0.238,-0.51364,0.002051,-0.46651,-0.33995,-0.26901,-0.024409,0.0034701,-0.30716,-0.27163
-0.39879,-0.14663,-0.4204,-0.71737,-1.9151,-2.4591,0.38641,-0.63429,-0.45299,-0.42629,-1.5329,-1.726,-1.7171,-0.15274,-0.13046,-0.21575,-0.57794,0.047468,-0.62858,-0.29317,-0.22733,0.22767,0.071154,-0.26948,-0.53808
-0.33767,-0.026246,-0.41816,-0.41222,-2.0361,-2.1027,-0.14994,-0.46928,-0.31157,-0.11886,-1.4717,-1.7865,-1.7861,-0.014218,-0.10658,-0.36452,-0.47236,-0.018518,-0.56887,0.084725,0.13376,0.22531,0.35619,-0.13422,-0.57789
-0.070694,0.1929,-0.027266,-0.10587,-1.8636,-1.8587,0.22234,-0.13596,-0.24145,-0.087584,-1.5613,-2.0403,-2.0133,0.072585,0.0011755,-0.16285,-0.41816,-0.047301,-0.24184,0.049926,0.10543,-0.028442,0.5696,0.0057268,-0.59556
-0.12722,0.19886,0.11871,0.056246,-1.989,-1.8272,0.45009,-0.80076,-0.29534,0.18936,-1.4139,-1.8787,-1.8356,0.030134,0.23266,-0.078863,-0.35017,0.071864,-0.2721,0.050481,0.15787,0.033013,0.56303,-0.033985,-0.38479
-0.21666,0.029701,0.041428,0.18943,-2.139,-1.3813,0.2973,-1.1812,-0.26508,0.29839,-1.3381,-1.4856,-1.4735,-0.10434,0.18941,-0.094586,-0.2186,0.014876,-0.20501,0.10139,0.12701,0.13853,0.6068,-0.040114,-0.20306
-0.33568,0.047453,-0.066099,0.30071,-2.0899,-1.5379,0.39857,-0.92374,-0.18901,0.21913,-1.1866,-1.1124,-1.0826,-0.043427,0.079456,0.18107,-0.13445,0.16458,0.035346,0.098737,0.15379,-0.050043,0.5378,0.077029,0.011213
-0.22965,0.22849,-0.067131,0.57392,-2.0333,-1.2913,0.26813,-0.84149,-0.23684,0.28125,-0.90201,-1.0214,-1.0106,-0.0014937,0.094932,0.17482,-0.08438,0.19541,0.054009,0.027838,0.027242,-0.14076,0.6855,0.0239,0.10108
-0.0023973,0.1905,0.030951,0.60863,-1.5903,-1.0563,-0.0064334,-0.66855,-0.071298,0.59863,-0.63747,-0.87014,-0.86667,-0.00045701,0.2106,0.22647,0.11585,0.030867,-0.11147,0.1617,0.19875,-0.016166,0.98612,0.23826,0.070303
0.14961,0.26042,0.44572,0.4976,-1.2473,-1.2277,-0.17451,-0.85998,-0.03318,0.51938,-0.41454,-0.79483,-0.7723,0.10607,0.347,0.22371,0.13259,0.15404,-0.071681,0.19422,0.2231,0.046085,0.75438,0.29777,0.13756
