week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	96.36850493379984	80.97562353388923	97.54871510718783	98.44636564402651	5.963131801055723
1	96.0682768805742	89.79759284207232	98.95371262169348	98.5586810686918	-8.601515090223218
2	82.446047807398	-4.675080795929671	92.17564573162905	87.86021499074785	28.480610255402393
3	96.3158764477194	77.36961574600737	98.86247895202467	97.11675505401318	9.619142116171101
4	85.19623807013015	89.82139166873739	88.93116008900304	97.97383604877736	-8.819202759739484
5	87.3724455532597	94.92276516486213	96.88017155436356	97.66272402467597	0.8017747707766245
6	91.994537006343	92.31700015229897	95.94154355994145	98.59524154522217	-10.498792223288325
7	79.61275138061309	94.96510683986715	90.04723039143681	91.78659859669908	1.6329569663667047
8	68.69328614898104	96.62905791375238	80.97808181675053	96.48499001129632	-12.729657264518659
9	88.38586733413254	64.65033349446573	98.04480807834537	98.56468649696009	3.875483775760808
