week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	8.50536720914793	37.060855023052966	38.76059678760927	29.425573572913027	26.965909994425964	29.87696153037161	21.29483744842866	35.506741020040856
1	5.363637415781182	33.48982696173069	49.91785950252485	12.26371115065549	27.436308562511613	6.8192465865217935	46.95795861136446	16.41168886647338
2	30.06790089411829	37.609952863367205	5.30904057849319	2.9374773333519446	1.7316052312464212	2.8190081061829297	24.364575338607658	10.532036992410648
3	9.564570309633915	5.88770635642038	33.50947604846965	4.284807205824038	10.464492745218546	13.948382902428408	33.306739763371056	4.652036013961592
4	1.029697491719604	24.899694894391853	16.962996788517128	5.578383262607132	10.799699357979579	38.99499383537374	18.31698720119768	0.08116322440635848
5	1.5153740800344802	35.15667269437458	27.93127790652222	6.4018014146475055	37.53945263198423	58.891358555550234	30.71203031657488	2.5842711000478094
6	0.02034634847197661	10.579048879938918	0.7186171875457108	0.8857050106654369	1.1791691587054376	3.3290992293252164	0.17633200310832947	0.04923598034237452
7	2.824351614251787	6.433060799507084	31.63018882389721	15.989819575815908	12.993777869791256	26.252884185937177	40.18593422007154	8.365824819797062
8	7.528005650633513	8.997565195766875	7.514555849789704	5.840000788880211	5.004529713826737	12.772869891126549	48.2216096982163	19.906095826172812
9	7.550598085228294	10.34212681998645	6.465507775385358	3.2507980045144116	0.42877051870557503	1.8018911834053606	24.961095937156973	14.819663548848066
