week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	94.90312802643967	78.81842309782841	97.94212429623232	98.71521380531905	6.395896307680979
1	95.02195378450439	89.25764769463187	98.66424078557915	98.62325751926421	-8.707106518223869
2	80.53021699784745	-3.361420854523926	92.2359489783746	86.07189833532885	30.179013623682216
3	95.94076655998637	82.66911277265918	99.04920705405598	97.55849754556422	9.23369228187443
4	88.92495907816314	91.3520226469523	92.73836009867615	97.99332463718613	-8.650535807398075
5	88.67604568942932	95.62333478858423	95.53377305882506	98.0927255002418	0.7441587832993363
6	91.77439042395129	91.42291819438576	92.01591198851482	99.10718074144678	-10.364258983293485
7	81.23538655361466	95.59845826868248	84.19133490594145	94.73695736084471	1.6694611806097406
8	68.3253813933328	95.88388402534841	78.88600364828689	96.39819194528407	-12.610154271243177
9	89.02067549594017	64.11263239325712	95.89364812723016	97.81582259650438	3.7644880577825126
