week	Gen 0	Gen 1	Gen 2
0	99.74084526389947	7.790719207631118	91.70267272697932
1	99.63979260662617	-6.22909396348794	96.26618200769934
2	92.51685461563928	31.37255601726443	12.67168282834058
3	99.59030478669794	10.617262065072078	90.33520768953805
4	98.4538090009038	-7.383104710003442	95.70512031299808
5	99.7065947099865	1.4444507212569384	99.31116559391589
6	99.72187704238303	-9.396195285127048	99.29186814662391
7	97.00732026700553	1.987403776720684	99.55782705856501
8	92.21114558383414	-11.655850310633879	99.49077282243762
9	99.79016932797252	5.789487191771283	72.4057287724703
