week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5
0	0.4227516327879286	5.9387779475584725	0.2496820585900996	0.293594482563793	0.03746104216395425	114.44040267566874
1	0.4675468064447124	3.946796398699999	0.11912610474339275	0.11824160894388101	0.07953411185244835	173.2907346769784
2	2.4009384034031025	10.37300880635467	0.3380563016278491	0.8331601345141882	0.04262802551353386	41.4270436301092
3	0.2760746775863533	1.6017003457005228	0.054300920012223065	0.6715427093068748	0.059960668397523176	87.2948811181951
4	1.037628441542455	1.115438751320987	0.06810257985759086	0.8482321701398662	0.07438535808002401	203.0741414072411
5	0.3749855491387211	0.3127662453440767	0.07361516864369129	0.22956587178707807	0.05493864162633216	270.52706865859153
6	3.596747326418766	1.0574984087503885	0.006094204010946263	0.1498891461785611	0.03203113762333933	177.20802192114837
7	1.4885797276236192	0.7631949627003358	0.12334598502218201	0.2259254931179668	0.04484967156322838	127.63007312338388
8	2.3009877816275672	6.41921091428949	0.3274236489181353	0.24654630146026424	0.05590342889012005	163.50885878735843
9	2.5371221185706774	3.4305442473189096	0.042183044391366185	0.14211702315449232	0.053608862947842145	120.35006294643445
