week	Gen 0	Gen 1
0	10.596506388878565	93.0161777681418
1	-0.628149743845593	97.52528269947564
2	33.26126846449067	36.90170247140131
3	15.991528413181747	95.16303339282615
4	-3.5799246989606175	95.70269451708377
5	3.7807006358717867	99.90951553055518
6	-3.8913073555755044	99.96671574933086
7	6.925240445304573	99.74484949885249
8	-5.289624231316236	99.96853841523173
9	11.068092773764944	76.9216119073906
