1	21.1009
2	31.3471
3	26.4947
4	34.937
5	33.6779
6	35.752
7	33.4541
8	53.3696
9	67.831
1	21.1009
2	18.817
3	26.4947
4	24.5333
5	37.7863
6	42.1424
7	56.3016
8	23.8795
9	66.8017
1	21.1009
2	18.817
3	30.1744
4	27.6053
5	28.4194
6	43.6333
7	51.5835
8	47.451
9	37.0379
1	21.1009
2	18.817
3	26.4947
4	34.937
5	34.109
6	50.3757
7	40.0286
8	55.7084
9	72.9381
1	21.1009
2	31.3471
3	26.4947
4	31.6098
5	33.6779
6	34.7632
7	30.2694
8	49.651
9	55.5252
1	21.1009
2	18.817
3	26.4947
4	34.937
5	38.9198
6	41.3684
7	30.5934
8	26.8969
9	54.1678
1	21.1009
2	18.817
3	30.1744
4	34.937
