1	99.63
2	50.2397
3	37.3813
4	25.7498
5	21.0287
6	17.7089
7	15.6122
8	13.6213
9	12.927
1	99.63
2	54.3248
3	34.2049
4	25.785
5	21.0287
6	19.4284
7	16.6136
8	14.3358
9	12.5492
1	99.63
2	50.2397
3	36.6638
4	25.5802
5	20.6563
6	18.9221
7	15.5636
8	14.5374
9	12.0142
1	99.63
2	50.2397
3	37.1737
4	25.6977
5	21.0153
6	19.4699
7	15.5627
8	13.4052
9	12.9675
1	99.63
2	50.2397
3	37.3813
4	25.6271
5	20.6683
6	18.8571
7	15.4628
8	14.072
9	13.3567
1	99.63
2	50.2397
3	37.3813
4	25.7498
5	20.6563
6	19.4699
7	16.2193
8	14.2914
9	13.2233
1	99.63
2	50.2397
3	36.6638
4	25.6977
