week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	0.23775358435335547	2.8631727855603657	0.1586824502762446	0.014885840283337566	116.87442477630053
1	0.366187530060593	2.006255393121329	0.05129388213473661	0.03706336975989927	174.96637427921107
2	1.078420591190289	10.617972041294566	0.34242668675085475	0.46252321837076765	42.54335313637192
3	0.3077582384038529	1.1259789999629577	0.04281707155650521	0.06236572120378662	87.71247095053829
4	0.683381527224301	0.7319563184818756	0.36114753212622447	0.09649723694446152	203.91923082859583
5	0.4002161489964224	0.1572214222993948	0.1842734622180073	0.04354310392081846	270.4292522875716
6	0.5114041868143181	0.6212097674829994	0.20937757297383802	0.014156336808644487	180.69264510144905
7	1.6912111385651925	0.14569182738577519	0.1997723633892562	0.03994477246909647	128.26258544135277
8	2.6437123096552333	0.07608895372193823	1.278502169238532	0.050506864294443295	168.98011244705137
9	1.0970178652529115	2.591048897647516	0.08455527652366591	0.026468875217727186	122.25320809920098
