week	Gen 0	Gen 1	Gen 2	Gen 3
0	3.577681845514131	0.016491771009069154	116.61734053890336	0.04196388725412198
1	0.8990633544547832	0.0413100898993299	175.21503139087943	0.025331365043344954
2	12.154538746428452	0.3067826730270269	42.49877624765789	0.050871713609322244
3	1.0841476253424027	0.020902045364273602	87.98311189949024	0.03126917303604109
4	0.764111252443896	0.0362375200392357	204.82697803000767	0.04023118947117721
5	0.1814407379778737	0.027216076226853996	270.77705673908446	0.04796495582738373
6	0.665633355569158	0.03276735074480646	181.2587379061443	0.033807976435574594
7	0.3387245802999837	0.026532224031945655	129.38301820189446	0.08073046327817403
8	3.430988088893661	0.03196377705675685	168.61419757591466	0.13096815012181603
9	3.2064079530731715	0.03058453625544593	122.42147637780042	0.08862622169930129
