1	21.10089358614828
2	20.795690656143766	0.0
3	13.486546062817546	11.81286606726903	0.0
4	19.766347636099137	0.0	0.0	0.0
5	19.149691800568924	4.965071437141497	0.0	0.0	-3.171155392701423e-13
6	15.351344377504683	11.402106646014879	10.325769562907059	0.0	0.0	0.0
