week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	95.8180894728345	86.38751193701962	96.85223168405301	98.58010260938873	5.360299452748005
1	96.27945261072377	89.93746889271084	98.93013459241823	98.58240369371593	-8.764113695033368
2	81.45178779813695	-3.853240170389639	91.5274508312741	87.31410588140545	30.7720535337157
3	95.60066504619662	81.62473164580153	99.17162699222503	98.14494095472132	9.38858837564321
4	87.11970767380538	89.79836891257119	93.58670064147326	96.75218996507488	-9.025090731105676
5	88.29409845216887	95.73261219561536	94.20394027292937	97.49634125006098	0.7897758030372449
6	94.74447853508991	92.21797347783387	93.05622573756744	99.17327743037636	-10.549295729950808
7	79.18773149666441	94.19792844580336	93.6120013452285	93.23394625394019	1.643454452947984
8	67.7352003234964	96.71975076990765	80.34935762575115	96.469244987599	-12.51604483237117
9	87.66170996398347	53.11845623786135	97.29547657091537	98.1489641830483	4.49680114245161
