-0.20715,0.020844,-0.035076,-0.28158,-0.33158,-0.1284,-0.31945,-0.1165,-0.078292,-0.062758,-0.058336,-0.27804,-0.51621,-0.22521,-0.96883,-0.7173,-1.0182,-0.85302,-0.80915,-0.93183,-0.85056,-1.9275,-1.3767,-0.74082,-1.1181,-0.98255,-0.97557,-0.24336,-0.094135,-0.0087052,0.09817,-0.37654,-0.1797,-0.091548,-0.1343,-0.52703,-0.52955,-2.8407,-0.116,-0.076892
-0.38385,-0.14236,-0.23832,-0.52831,-0.3304,0.0020739,-0.28398,-0.077033,-0.027133,-0.17019,-0.18074,-0.30703,-0.55622,-0.52253,-1.1283,-1.214,-1.3567,-1.1643,-1.0158,-1.0121,-0.74836,-2.142,-1.5854,-0.76764,-1.1985,-1.2094,-1.2166,-0.1453,-0.20078,-0.41504,0.093546,-0.57673,-0.18176,-0.39506,-0.50122,-0.65575,-0.83745,-2.9079,-0.085259,-0.46503
-0.53599,-0.29851,-0.60994,-0.49659,-0.79517,0.045909,-0.21123,-0.11983,-0.073588,-0.23029,-0.24078,-0.43252,-0.55757,-0.80118,-1.2684,-1.2445,-1.4833,-1.3244,-1.2527,-1.2145,-0.63006,-1.9718,-1.6465,-0.89934,-1.2659,-1.2143,-1.2282,0.017407,-0.12314,-0.432,-0.28829,-0.89727,-0.31845,-0.84351,-0.8254,-0.6261,-0.82199,-3.0385,-0.16976,-0.48388
-0.79428,-0.4866,-0.57537,-0.73535,-0.60103,-0.064032,-0.1028,-0.21928,-0.17432,-0.30756,-0.30548,-0.60365,-0.67042,-0.94968,-1.7524,-0.94992,-1.5753,-1.267,-1.4377,-1.4421,-1.1854,-2.162,-1.8362,-1.0062,-1.1314,-1.2033,-1.2196,-0.28859,-0.12531,-0.82192,-0.5676,-1.1893,-0.4442,-1.0547,-1.0887,-0.87707,-1.2102,-2.8205,-0.022941,-0.692
-0.63906,-0.70853,-0.81628,-0.96185,-0.63342,-0.30104,-0.17403,-0.25256,-0.12856,-0.38768,-0.40773,-0.51315,-0.79674,-0.67129,-1.9636,-1.0807,-1.35,-1.1479,-1.8073,-1.5695,-1.2651,-2.1987,-1.9662,-1.0594,-1.3176,-1.196,-1.2054,-0.60404,-0.48376,-0.83561,-0.65582,-1.2673,-0.57294,-1.1129,-1.1826,-0.64565,-1.4124,-2.8736,0.15107,-0.96768
-0.68867,-0.96095,-1.1789,-1.2097,-0.81441,-0.29835,-0.22607,-0.21174,-0.094472,-0.37799,-0.39569,-0.50825,-0.86412,-0.74902,-1.6418,-1.2453,-1.4298,-1.4571,-1.9888,-1.6796,-0.91953,-2.142,-2.2613,-1.3006,-1.396,-1.2751,-1.2812,-0.50738,-0.92896,-1.2908,-0.84427,-1.5405,-0.58908,-1.2485,-1.2666,-0.53246,-1.5704,-2.89,-0.060292,-0.66831
-1.0787,-1.0237,-1.3919,-1.5776,-1.1421,-0.1676,-0.27595,-0.14433,-0.11092,-0.41491,-0.42623,-0.49836,-0.92323,-0.77285,-1.8598,-1.2559,-1.6173,-1.3321,-2.1585,-1.8042,-0.87883,-2.2033,-2.4446,-1.3624,-1.2467,-1.381,-1.3884,-0.50516,-0.87171,-1.4893,-0.91432,-1.6703,-0.7332,-1.535,-1.5773,-0.8738,-1.8029,-3.1187,-0.24371,-0.32405
-0.88492,-0.98645,-1.6866,-1.6257,-1.7292,-0.30296,-0.33673,-0.18968,-0.15676,-0.50691,-0.51622,-0.60755,-0.94579,-1.0803,-2.234,-0.9583,-1.5432,-1.3828,-1.9905,-1.9869,-0.90159,-2.2929,-2.6473,-1.4677,-1.3627,-1.3644,-1.3613,-0.51342,-0.62727,-1.5981,-1.0126,-1.3422,-0.85549,-1.5318,-1.6139,-1.1171,-2.0395,-3.2173,-0.51526,-0.58547
-0.85947,-0.92146,-1.8843,-2.1445,-1.6717,-0.26026,-0.32366,-0.33773,-0.32573,-0.5741,-0.58262,-0.82801,-1.1607,-1.111,-2.1055,-1.2361,-1.8147,-1.5064,-2.0451,-1.5242,-0.81213,-2.1825,-2.7977,-1.4885,-1.0962,-1.3896,-1.3855,-0.78701,-0.73462,-1.7244,-1.0467,-1.1077,-0.82551,-1.5483,-1.5906,-1.2033,-1.8901,-3.083,-0.73204,-0.43474
-1.1041,-1.0602,-1.8632,-2.256,-1.8183,-0.2691,-0.36435,-0.50491,-0.50409,-0.58601,-0.5968,-0.85469,-1.1573,-1.3209,-2.1544,-1.4602,-1.9949,-1.6261,-2.2627,-1.4681,-0.87731,-2.1406,-3.0388,-1.5683,-0.93718,-1.3047,-1.3084,-0.82495,-0.57262,-1.6424,-1.1482,-1.4055,-1.0106,-1.8871,-1.9326,-1.4115,-1.8007,-3.4307,-0.86855,-0.61768
