-0.11293,-0.39838,-1.4622,-0.91391,-1.422,-1.4634,-0.9163,-0.92368,-0.97813,-1.4381,-0.46553,-0.43467,-0.45208,-0.25925,-0.62031,-0.90843,-0.57276,-1.0985,-2.1326,0.13432,-0.19858,-0.66761
-0.3092,-0.2143,-1.5329,-0.63847,-1.1805,-1.2552,-0.71302,-0.72657,-0.69604,-1.6515,-0.32912,-0.39874,-0.40585,-0.14372,-0.59558,-0.94786,-0.69464,-1.0331,-1.6188,0.043223,-0.37022,-0.68039
-0.3147,0.086129,-1.3001,-0.64922,-0.97677,-1.0268,-0.64919,-0.67104,-0.51978,-1.4125,-0.12744,-0.65875,-0.21756,0.087853,-0.21622,-0.67995,-0.88377,-1.1976,-1.812,0.14133,-0.2038,-0.65468
-0.1384,0.1801,-1.0901,-0.5591,-0.98157,-1.0671,-0.43866,-0.45588,-0.4793,-1.2731,0.02135,-0.60555,-0.071003,0.16777,-0.22693,-0.8413,-0.62505,-1.0788,-1.59,0.31785,-0.018555,-0.5385
-0.062024,0.002466,-0.8261,-0.87425,-0.73188,-0.80236,-0.41013,-0.4219,-0.31563,-1.3504,0.067473,-0.1652,0.015374,0.23104,-0.048299,-0.86185,-0.74857,-1.0239,-1.6628,0.21684,-0.025027,-0.62504
0.14054,0.12134,-0.73867,-0.82973,-0.57991,-0.59274,-0.28829,-0.30239,-0.19521,-1.2506,0.16093,-0.14812,0.08861,0.22625,-0.095078,-0.9534,-0.84312,-1.0164,-1.6163,0.39748,-0.253,-0.41913
0.27871,-0.10936,-0.6805,-0.63516,-0.89501,-0.90236,-0.45076,-0.45955,-0.073387,-1.1277,-0.056094,-0.16327,0.040711,0.10639,-0.13186,-0.6064,-0.83688,-1.0813,-1.3818,0.60724,-0.12771,-0.38453
0.22136,-0.085204,-0.38837,-0.49126,-0.67534,-0.68749,-0.48081,-0.49037,-0.017489,-0.93072,-0.16897,-0.10488,0.10725,0.054504,-0.14503,-0.64809,-0.5372,-0.74826,-1.1252,0.74334,-0.16895,-0.30528
0.15592,0.25063,-0.1524,-0.55952,-0.31554,-0.30858,-0.32896,-0.34343,-0.046887,-0.66348,-0.17938,0.12005,0.17891,0.10848,-0.28488,-0.61704,-0.33227,-0.65606,-0.96988,0.62662,-0.16993,-0.45402
0.27068,0.40526,0.1087,-0.44677,-0.43869,-0.41099,-0.32137,-0.34129,-0.011217,-0.58097,-0.15687,0.061576,0.13338,0.070368,-0.13435,-0.46932,-0.38152,-1.01,-0.68948,0.66625,-0.088965,-0.36782
