1	126.2752109366325
2	109.07328385072327	17.201927085910704
3	107.67263349593259	14.335455021572365	4.267122419128352
4	101.24643495335073	17.040717286056847	4.352446732253473	3.6356119649721172
5	101.88980591838492	14.089647437545132	5.057514927590628	4.479277197460242	0.7589654556525769
6	94.45047395718706	16.468352272435183	5.9226127691542665	4.890284203377746	3.8402258879267777	0.7032618465524108
