week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	111.22242405091193	3.550126700495164	0.1560735348297661	7.510748888911552	0.0800033232595986	0.46429953454838185	0.3198145739093584	0.05127130152286976	1.9563888421939157
1	171.5338924977475	2.0901776652146773	0.7326042730309121	4.183647184185705	0.1857698003305351	0.529259205596758	0.44256551209710715	0.04658517844455672	0.2723586212407496
2	42.3232407332717	2.7375871928115267	0.2655453764152577	10.394065167836379	0.1644321464908908	0.015987284584022505	1.8225215122502585	0.1726128549914207	0.788927340261326
3	46.430361180726194	1.8864762787619611	69.92841225337695	1.632641967020962	0.08127564491160984	0.037035447456748874	0.22652162626946187	0.04157309095623654	0.8140254382092429
4	47.43959412200715	2.5843372005693843	219.9499613941411	0.9746742743860981	0.11353234602167897	0.15145845378665687	0.31609179041480795	0.05439748454460866	0.7176388883180174
5	17.44510882363544	0.8984224514619182	256.0864286065598	0.30326340571244514	0.1116713717781562	0.1880470746459614	0.28397140957227035	0.09263268406221321	0.46044166720765245
6	12.74472161836593	0.8232034109159845	167.74953437071403	0.1895791416059406	0.0595324939185717	0.05025760607378123	0.2687921624704362	0.015501333335206266	0.5084292081329952
7	99.67575630203598	5.88079346792282	23.492295429166433	0.016941517512639892	0.16590021488590093	1.4181855602745526	1.4751243044502758	0.08103016074554485	1.055186184254417
8	162.77889522452287	7.995538554505462	0.43947681275695666	0.08436782843541181	0.2129301202234131	1.776984122176826	2.201981244394765	0.12768372545767553	1.3580901996126429
9	111.60959566239418	2.3715419508465425	9.332107810639922	2.3666910112692463	0.12918245305413137	0.6143614147203391	2.6395306851306386	0.07769272812715958	1.5592548355875004
