1	126.2752109366325
2	121.01958867428317	5.255622262349178
3	119.99947150280633	5.255622262349178	1.020117171477379
4	97.63060100189136	22.368870500915847	5.311325871449341	0.9644135623772172
5	97.63060100189136	22.368870500915847	5.255622262349178	0.9644135623772172	0.055703609100167
6	86.14146792857562	19.90443887994337	11.730808907990202	6.101042806306765	1.963482659410798	0.4339697544069234
7	86.92346388368648	19.90443887994337	12.357342773885307	5.255622262349178	0.8454205439576041	0.5549528384047331	0.4339697544069234
8	79.75757576340007	19.90443887994337	10.212786206389978	9.310444687781853	5.255622262349178	1.344669773262165	0.4339697544069234	0.055703609100167
9	79.75757576340007	11.215735513410849	9.740957371994092	8.483725232437244	7.750835959671093	5.255622262349178	2.3061719711651474	1.1523091066899003	0.6122777555159229
