week	Gen 0	Gen 1
0	118.48904769022512	1.287579007690702
1	174.21832267661514	0.5010274896590879
2	46.3724242384306	8.535396564704714
3	87.95381993098364	0.4889988463607955
4	205.02083177850145	0.4490973818480525
5	270.78798240425874	0.0063795221935999185
6	181.93734693494562	0.003128963245671668
7	129.5988521794969	0.010905698494373025
8	172.0389685443421	0.0014861807703828395
9	123.19582781621453	2.4048261770281325
