week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	0.5918630611521626	93.43375377580922	83.9894014185239	92.29072141496873	66.37127342219674	91.13722682637155	73.55857877385615	93.78773202727115
1	-11.126676335025568	93.51676507439085	84.90413917071048	89.48353803795509	79.36555222753547	54.19740327250332	93.95405780595146	78.30065415357714
2	26.920499814669263	95.29367289332065	89.07657017342011	72.8966979443979	-24.181738790758928	94.7839174426299	84.5629745712462	86.31513516541472
3	4.693185656809286	93.51318373127714	78.6069149057637	86.83578716150262	77.00780246508464	90.55013015834678	91.26992413072816	93.80015831521499
4	-13.923829857815123	93.48491595250383	69.40072169055762	83.29200216251003	85.5377088364151	93.12934728070272	78.0292203150041	94.19356933228522
5	-0.8032202676714044	92.08715903721341	77.37906668431927	63.911824953039996	81.46033399210366	93.37995170819514	83.15065466720696	89.1260625254336
6	-16.05801040163111	96.31729495495776	80.08645329429854	86.9688547208533	91.80231796290873	99.26168647124356	66.50440638682579	95.02387444251046
7	2.2205750111469817	68.39317715339604	55.3208759250647	68.34895102797428	77.22111950442388	82.74488781021519	53.545964803445635	30.547304357405114
8	-15.54743802972959	91.67960467379315	49.290600182492	66.8090771008766	88.37828695725082	89.21169235696344	86.1336518779331	80.69279755819805
9	2.1681457554891	89.23022727005232	72.986715911923	64.36553374045604	63.585506144938854	-219.56664759077734	80.2519898570555	84.98027504167676
