1	21.10089358614828
2	52.77295772164926	17.949826119662
3	44.96067762347628	42.704209192323354	13.859866396429446
4	43.225203959788786	41.48443973297542	35.31357138330004	13.225138179451779
5	48.62999522560621	39.98869467043271	33.19909616400034	28.381684349224724	14.038840376678241
6	40.62177995657666	35.518673548457045	34.92298188509103	32.82656254966358	30.203880000324464	13.416350355699985
7	38.44287482613586	35.01800675419	34.9164665427896	34.22554369415189	31.97045592325946	28.31327943178472	12.671604295611209
8	33.81722992192074	32.0369649574452	31.933078768790757	29.94586485879077	29.11654139556526	19.29215438950493	15.959535058565189	12.630524484298942
9	30.5417395318709	30.28149648138448	29.278708690783883	29.010731174220712	28.01125806945017	27.98599038945424	27.503737928568118	27.404860413835287	7.9915043366550425
