1	99.63
2	100.479
3	112.144
4	102.999
5	105.144
6	106.253
7	109.285
8	108.97
9	116.343
1	99.63
2	108.65
3	102.615
4	103.14
5	105.144
6	116.57
7	116.295
8	114.686
9	112.943
1	99.63
2	100.479
3	109.991
4	102.321
5	103.282
6	113.533
7	108.946
8	116.299
9	108.128
1	99.63
2	100.479
3	111.521
4	102.791
5	105.077
6	116.819
7	108.939
8	107.242
9	116.707
1	99.63
2	100.479
3	112.144
4	102.509
5	103.342
6	113.143
7	108.24
8	112.576
9	120.211
1	99.63
2	100.479
3	112.144
4	102.999
5	103.282
6	116.819
7	113.535
8	114.331
9	119.009
1	99.63
2	100.479
3	109.991
4	102.791
