week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5	Spectral 6
0	1.7785730799766934	2.5786801186734287	80.5977557961364	6.3838921651755705	6.6588254228100965	19.2986261484442	8.978858205417161
1	2.7384299378539954	1.7765553965190826	154.17576452509002	12.542265022891115	7.3239265804626825	26.450734640721407	12.594725033399328
