week	Gen 0	Gen 1	Gen 2
0	0.01061422274831265	118.48254731591591	1.441697952733448
1	0.025691310466388912	175.47870537031383	0.6822477086861717
2	0.54079341709228	42.21231385746922	12.165740108840549
3	0.011061865753452806	87.9531403570957	1.011497654593717
4	0.1062329178953479	204.02676466320426	0.4607803313856986
5	0.013806379900711123	270.76350945924025	0.05570242400187581
6	0.036544142826623854	181.835996617109	0.08022852559918581
7	0.15574450277433627	129.47706978924944	0.022997797717197153
8	0.5462933485135066	171.5149557776539	0.02702744268151746
9	0.020762161878706498	122.05984779589082	3.550286097855097
