week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4
0	109.88259552363166	2.231387094253922	3.455603093685074	6.528157635332626	4.177467589730185
1	198.0942510685528	1.9063216175739477	4.142030315155658	5.995164308817262	7.464633826837538
