week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	118.23406032425152	0.8477549777465203	0.41704563376811254	17.392884819604987	4.152573876271202	2.618485442481685	7.308970930641088
1	157.52423808375283	1.3060388493902284	0.6571455673585231	18.949493122084945	5.708936831111799	5.584016567771069	4.582181531594706
2	57.82423001750803	2.4903514754816367	0.7223238655728963	11.485084786354939	3.7058533703235366	4.976726285794207	1.8060847792630295
3	93.99752947376658	1.432109546038638	0.5820165124194094	8.441463802408073	2.6840112587054676	4.261316044160507	3.395474288289927
4	177.36192264243402	1.634868443520288	0.528027144114906	9.539926987920914	4.757657764174432	3.5004600018507173	11.066688564904666
5	266.7695119171683	1.1779494846071357	0.4834989931510636	5.707371239604193	3.241833390074092	4.053353038529767	6.898333375113239
6	152.5874788575935	1.3960914379510774	0.4864803988605586	9.206886699419783	5.648878726983519	3.805798263631255	10.956132796728284
7	127.00742785239379	0.41840497375480856	0.1579975561653073	3.816998604640677	3.0703256447154494	3.9009469795299783	5.041603492878224
8	142.53674654589713	0.6825952713229295	0.05846568616380332	5.568183613147404	5.215696459314334	5.406442013806345	9.259665182946911
9	122.42668716350721	0.7386684099570782	0.14178143454097114	8.498139807676338	3.416756208275192	7.122040475652462	6.057057110079906
