1	126.2752109366325
2	124.04382384237914	2.231387094253922
3	97.42489741249301	26.61892642988599	2.231387094253922
4	120.06919952809989	3.455603093685074	1.7785730799766934	0.9718352348711452
5	117.8378124338455	3.455603093685074	2.231387094253922	1.7785730799766934	0.9718352348711452
6	92.56165538508634	13.807298621535168	8.437398502786763	6.3838921651755705	2.5786801186734287	2.50628614337586
7	99.05620191184403	8.978858205417161	6.588640292904003	6.3838921651755705	3.455603093685074	0.9718352348711452	0.8401800327363222
8	81.43714245143136	20.28298782704823	8.907070534847094	6.3838921651755705	3.455603093685074	3.2032223291250546	1.7785730799766934	0.82671945534456
9	101.7201302784793	8.162465245152227	3.455603093685074	3.350748134385647	2.977642281788018	2.5786801186734287	2.231387094253922	0.9718352348711452	0.82671945534456
