week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	-5.017872829506601	69.70784811120419	89.37522450972689	57.50530503274928	93.64966894828062	85.7881589699351	92.73477358789121	92.78708052434105	71.0240552159438
1	-15.928993911667952	77.79489357876955	74.41133491925623	72.85647196869202	92.18269389585994	81.48456037406552	93.6820464569336	92.38508889969005	92.75591662354341
2	15.415972808828263	64.23992323023899	78.24120723763272	-25.075292107526742	93.34501130611545	95.30309336560543	71.37124851078357	96.11029915632379	79.78396038590985
3	43.81082438665194	75.7596968417501	-32817.644529440724	68.42720364948231	95.48301262643352	98.46251803632667	96.56738860935343	95.5672542781916	90.64232626112923
4	72.63883649196134	92.40107474045905	-6100248.69279238	84.80612676981526	94.18224881659442	91.45485868501055	94.2229571188147	96.22700790309386	94.37933810884827
5	94.73491313332278	85.52246863010568	-Infinity	88.74733659710824	94.32579916334934	89.92142354863807	92.30479644970207	91.08867083619653	92.19179204467355
6	90.63621463528861	94.65689819452817	-3856086.825590726	96.3324381486267	96.49408130725388	97.93909799277051	96.06364448288755	99.32544773606831	94.4914794087485
7	13.178725387245404	31.15460108765046	-2110.2041704628527	51.8732233857758	83.58065392660534	60.407817442449584	59.541004510989914	81.92104886678796	78.32976080814407
8	-19.607983865437113	38.8489088233941	48.74273083467273	82.10395006811133	84.16595265065443	60.270893828261016	61.208048639823154	88.0466703509308	70.32065827019586
9	0.5495401987301656	75.65769635195288	-1438.2732964699837	79.37215085933082	89.78348914788651	85.63544309320713	62.77663647678051	91.99115636516362	75.65984705009907
