week	Genetic 0	Genetic 1	Genetic 2	Genetic 3	Genetic 4	Genetic 5	Genetic 6	Genetic 7
0	92.68908250089308	89.18095702668748	94.5728094904154	90.32823759337553	94.99706825487077	63.00038035988265	89.47059489037895	-0.7404496714949217
1	89.43940922547225	94.13077729996917	84.64116109058367	79.20912370269319	94.09088094677949	75.59728584601983	87.30161140179584	-11.84732911241481
