1	126.2752109366325
2	121.01958867428317	5.255622262349178
3	119.99947150280633	5.255622262349178	1.020117171477379
4	97.63060100189136	22.368870500915847	5.311325871449341	0.9644135623772172
5	98.45732045723616	21.54215104557116	6.045339197206598	0.1746966275197761	0.055703609100167
6	86.61329676297149	21.046459498803983	12.08044211414466	5.486022498969124	0.7897169348574384	0.2592731268871492
7	89.97036196978996	29.21488356772565	5.255622262349178	0.8454205439576041	0.5549528384047331	0.2592731268871492	0.1746966275197761
8	79.75757576340007	17.215212830252526	11.72519888711458	10.487258056748075	5.255622262349178	0.7897169348574384	0.7853530750246747	0.2592731268871492
9	79.75757576340007	18.18704806512369	11.253370052718687	7.750835959671093	6.045339197206598	1.1523091066899003	0.9615021979029885	0.6122777555159229	0.5549528384047331
