week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	10.226723462379766	33.833871579564274	31.537906654310323	27.353533594907702	29.245024764402228	32.187621840443335	31.31320941136739
1	8.559287646570029	22.068170744255188	13.618784290438576	11.613345644618501	36.41365116617516	37.10449368987982	54.55999635169712
2	30.133201095841418	6.4126195619569115	2.617777708900868	8.581388542491558	29.143328994930272	19.663256949204133	2.4878348552486287
3	9.526670417163634	11.022686525008082	14.199920530733804	26.975883665813043	17.48585550385739	43.24457042461531	15.113390504500837
4	1.2143080213443396	11.310355604153633	33.78057580963825	29.66926189565351	6.719030846958751	39.39754368625853	12.591597800322225
5	1.3198286331944244	28.605729665393838	39.466152441307806	40.52424152439749	16.119702304023164	33.541376130515594	24.815600448329857
6	0.02012263542284586	2.247618498781722	1.3026006502876906	2.0316693746757264	0.8662262659432182	5.507298562323408	0.20094731957707854
7	3.3158686926313545	25.45614926107494	11.436573927273063	8.34940518046635	14.593557050197608	12.964042870470688	34.22347202144246
8	8.410418597764853	25.550951945769	0.0	13.27513125171549	29.06709477268658	2.790310288760313	17.648474949583985
9	8.382146154382529	7.22108208574183	0.0	3.3796049927620078	31.4094732925515	4.248684212260763	9.060278856738249
