1	21.10089358614828
2	20.033175082421803	0.0
3	12.39406342105672	11.2980460002008	4.965071437141497
4	12.265886058838122	9.857708555530023	8.138665824113787	4.071042744914812
5	14.346468038995852	8.37715243275437	0.0	0.0	0.0
6	18.41777876924413	4.803609899639859	0.0	0.0	0.0	0.0
7	11.95618001629173	4.499207441367843	2.7199263799015565	0.0	0.0	0.0	0.0
8	11.288925783799485	10.833710636473569	10.014200736298182	4.965071437141497	1.797498946193134e-13	0.0	0.0	0.0
9	11.402106646014879	4.420068919325704	4.071042744914812	3.0195719801186613	1.2081052310945901	0.0	0.0	0.0	0.0
