week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	109.14840735355425	3.3653419478227153	0.21254807470404086	8.819222057994347	0.06610561495545546	0.9112935462903337	0.24816625842442783	0.04745105194602818	1.8531259859303022
1	167.1604545022837	5.152383826088033	0.7653900178589267	4.55241004884943	0.1319730379699312	0.775651769172286	0.5436316784799451	0.053077825019755324	0.4918168202603888
2	42.537835277993985	3.418313050621634	0.13050533250150395	10.033779221950596	0.16687053987406758	0.019561147851495313	2.1451708364238766	0.10982789564531345	0.8532776702551992
3	46.25834246924668	1.7752088610061358	75.31713354133488	1.6735249803262489	0.11991350882584662	0.12313175889427656	0.17138229643254158	0.0393011503355686	0.40756820968091206
4	44.9026994776843	1.465203401279681	226.3096590064151	0.9421439069138571	0.12687490751140637	0.10806765472854728	0.2544683175021738	0.054971626434881155	0.6339980833468849
5	20.46969786161007	0.9338073898582105	253.30752077390264	0.31733582874886934	0.1215209323219501	0.4071853352091189	0.2866272236371557	0.08033491240824302	0.39253301443361455
6	12.902690289576906	0.9614666383265084	167.6375623614147	0.21560028559971164	0.041696801454061724	0.052706752115049826	0.30460722821251746	0.013285349943343412	0.5108566610160542
7	101.58943948040942	7.0473299511098215	20.761805034876485	0.019900713300427152	0.15213296708596438	1.0182063229329206	2.6644863271108146	0.10372569150227771	1.0166232734925031
8	164.0760785841897	8.084357256197086	0.3770216385710235	0.08941279867753034	0.2778967188518032	1.202301956079187	2.0077640563677086	0.12282982839958281	1.687118952295263
9	111.0817140107172	3.589294337563853	10.167911570708396	0.9668278099701448	0.1232756566989621	0.36480179999716844	2.6863838968548928	0.06471737446712557	1.8027336157269194
