week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5	Spectral 6	Spectral 7	Spectral 8
0	0.0	27.059058314409786	0.0	13.726554463112048	1.3447154186249886	0.0	0.0	0.0	0.0
1	0.0	14.692418276250205	0.0	35.142838357639	1.1054110403486548	0.0	0.0	0.0	0.0
