1	99.6300130512094
2	99.94252647835765	1.1347709423651864
3	98.38064413628234	5.255622262349178	0.9336219847025031
4	94.15557863168499	16.993152728892596	5.2673516788669765	0.9015576166736783
5	94.8794161280216	16.1895094805312	5.255622262349178	0.9015576166736783	0.055703609100167
6	86.01073218521236	15.919818540679046	10.425076219472778	5.363933512535766	0.7897169348574384	0.2592731268871492
7	80.27384828805526	17.222161463185202	16.563867791629406	5.62064635414772	0.7897169348574384	0.2592731268871492	0.2156211420706855
8	79.92680698567762	10.000842074384693	9.464178143204308	8.652368662965934	6.906317919002639	5.2673516788669765	0.9015576166736783	0.2592731268871492
9	79.75757576340007	9.767098656221734	9.53324265905652	7.889982381519079	7.402109771405357	5.868630685006799	1.1523091066899003	0.8096627626680157	0.7788569008627944
