week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	0.9226786285139202	95.0820445183707	76.96055290994167	90.25967761172153	66.14650290183089	93.38901217826047	73.88402873133676	94.87551019353143
1	-11.125787219403433	91.7727429377433	85.25730737888007	89.25359176543346	76.62248656563368	85.28012402364867	94.1591301365665	91.50537126973303
2	27.502224727519785	96.42642362380586	90.95579100014423	72.91672129173094	-25.5696986789481	96.14653922293354	85.88592473128043	85.59430884302694
3	4.754478245788952	94.1590172699936	79.68934334734786	87.71997418047228	75.32231311658191	92.12873416335064	86.55939255730047	90.31719907754466
4	-12.101621840906489	93.07092123117772	71.64171141445598	77.45340323330724	82.06669291031614	85.59923277526254	47.02958773953173	94.78371865094633
5	-0.6144546653260878	87.5835978957853	73.67938971844507	64.66486302212502	89.38312574506342	93.49194927130458	79.8484020701362	90.87138919377993
6	-14.661555393877673	96.13858867047918	65.70548472307132	86.74740568663725	86.13987870321029	98.89814219123717	62.42003443579559	95.8522361264405
7	1.7288614914395954	78.83046478553389	67.94667272241743	49.84271953267232	79.66563147359503	76.70725742015986	70.26080799962355	37.665372524142526
8	-15.53076822048939	92.08650414423589	47.791518861519386	60.81157495114859	85.63490847214571	90.93717541892123	89.88263385358349	86.83359752208075
9	2.511634785420794	93.00852310866415	84.24206596189981	62.9000739639534	55.19997933134972	-266.6845453004103	82.68496675113037	90.44911212434609
