1	21.10089358614828
2	20.033175082421803	0.0
3	12.39406342105672	11.2980460002008	4.965071437141497
4	19.59302243775661	4.965071437141497	4.071042744914812	0.0
5	19.559887651186063	0.0	0.0	0.0	0.0
6	13.045954077348872	6.640121364386325	0.0	0.0	0.0	0.0
7	17.743802159760456	4.965071437141497	1.2081052310945901	1.797498946193134e-13	0.0	0.0	0.0
8	12.348117239012414	11.288925783799485	1.797498946193134e-13	0.0	0.0	0.0	0.0	0.0
9	19.250537436801356	10.00259621314798	6.56489977391055	3.5235834497046126	3.0195719801186613	1.2081052310945901	0.0	0.0	0.0
