week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	1.6797292689984928	6.091552503963882	12.154300421116517	3.3404898512927943	3.490481568061842	101.82874426351003	4.240686793920489	0.45219705268949584	0.7079424407121553	0.11638449635870673
1	2.1994357003440754	5.151950718336977	11.650078871076161	2.2217429156860717	3.922148420337521	144.51580992775314	2.5546128840899556	0.8353147884545882	1.5291537934253636	0.41804896852638906
2	2.7995845560750023	4.061744702123033	8.241350278730934	1.6554895410034574	2.942298322465284	42.01526271793338	3.4873427522893934	1.015318751997107	1.32980487628965	0.43125327154991755
3	1.0913194790095044	5.301822675469019	5.276921042931882	2.0104256959666937	4.862844047621611	77.89526091598111	5.207415853800558	0.7191900618933635	0.6957033928715814	0.49213889480275985
4	1.5129450856976838	14.868981444864708	4.925603242771054	3.452777803515364	9.83856785681052	159.31869364756653	7.815864020965144	0.5203261932821683	0.6154500416058255	0.29764315745846215
5	0.9879123959405272	10.040350893873423	2.0787593710535717	2.605829170625565	6.713027767013557	251.81675724188176	3.898067572737407	0.3305827159460031	0.3472893128666523	0.3809010635258179
6	1.4847166055004726	13.295931796694333	4.83111798476169	5.631820655128696	9.765027496653765	137.62945861230247	9.555348827449073	0.7847316789554153	0.3284900498869112	0.36467675797559806
7	0.8809800733211715	4.649005799004399	0.037343475780842184	2.368234025159502	4.704631991028933	119.84752565981	2.9928480754395395	0.16141430354103736	0.9464502857375301	0.24490057455975944
8	0.7799165958035834	5.629426961675357	0.49857604087026	2.242704690646068	10.441265960368042	129.7381130133266	3.8504658208655442	0.3466196185366659	1.110759524892373	0.36091335322629425
9	0.8988253299703355	11.559184209074196	5.777148515066642	2.337891264588908	9.978550600854959	102.55684034946773	4.256104257643706	0.5231593658192328	1.021027234011056	0.4132644816094455
