1	99.6300130512094
2	98.2473181059325	5.255622262349178
3	98.27351306555659	5.255622262349178	0.055703609100167
4	97.8831720736082	5.255622262349178	1.442276742563383	0.2592731268871492
5	99.04168264478682	5.255622262349178	1.1523091066899003	0.7897169348574384	0.2592731268871492
6	83.03462089412454	28.55060908431261	5.858590057268717	1.1523091066899003	0.2592731268871492	0.055703609100167
7	83.0380459512406	28.55060908431261	5.255622262349178	1.1523091066899003	0.7897169348574384	0.512212497188925	0.2592731268871492
8	98.66601030376233	5.343221065338554	1.1523091066899003	0.7897169348574384	0.5549528384047331	0.47182883439589673	0.2592731268871492	0.055703609100167
9	98.06620378769924	5.255622262349178	1.1814867042999255	1.1523091066899003	0.7897169348574384	0.6418011328454298	0.47182883439589673	0.2592731268871492	0.055703609100167
