1	99.63
2	101.671
3	111.218
4	111.755
5	110.028
6	105.711
7	113.532
8	114.796
9	115.028
1	99.63
2	100.479
3	110.289
4	103.551
5	112.39
6	105.414
7	106.29
8	114.334
9	114.948
1	99.63
2	101.671
3	108.746
4	103.235
5	112.39
6	113.038
7	106.185
8	114.576
9	114.871
1	99.63
2	101.671
3	109.399
4	103.289
5	105.7
6	110.73
7	113.337
8	115.608
9	114.98
1	99.63
2	101.671
3	110.289
4	101.629
5	105.665
6	115.965
7	119.486
8	114.334
9	114.83
1	99.63
2	101.671
3	109.399
4	103.416
5	105.7
6	113.007
7	113.335
8	112.354
9	115.106
1	99.63
2	101.671
3	108.746
4	102.82
