1	21.10089358614828
2	14.905833103618956	13.698439402837984
3	19.620856143185236	0.0	0.0
4	19.51290595512299	4.420068919325704	0.0	0.0
5	19.149691800568924	4.965071437141497	0.0	0.0	-3.171155392701423e-13
6	42.417635221143904	16.959963346148736	10.325769562907059	1.5627718836030444	0.0	0.0
7	43.96222014376996	7.261235937196921	5.9617329707361515	0.5923121101410382	0.0	0.0	0.0
8	11.043074331285968	6.862057626415073	6.807383253497551	4.071042744914812	0.0	0.0	0.0	0.0
9	41.76409305293682	12.834315220935999	8.274280943966515	1.9224994008349328	0.0	0.0	0.0	0.0	0.0
