1	126.2752109366325
2	109.30051793563752	16.974693000996112
3	109.23213575964706	14.137006436844608	2.9060687401417535
4	104.08251722619633	13.722664072000512	6.069262202645742	2.4007674357908826
5	98.32472312537232	17.420769724654015	6.092458261436466	3.678294369518074	0.7589654556525769
6	96.62298093453353	12.478901082819746	6.92384791478176	5.008621444847606	2.8381513768526645	2.402708182797939
7	89.76619798000127	18.01819926101622	5.983077512766791	5.894387470190715	2.9308721093024133	2.145201542404754	1.5372750609512522
8	93.97251314529001	17.43455998442255	4.644977287176289	4.239174262183436	2.230476766044501	2.1293961287382457	1.1441803351138429	0.47993302766436474
9	90.69208706244638	14.889084463622439	5.474892475946703	5.339434631785959	4.584534464633613	2.0583632405778243	1.9534297121446862	0.6723515007179524	0.6110333847577047
