week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5	Spectral 6	Spectral 7	Spectral 8
0	1.20885265159504	0.0	0.0	4.423837945770513	0.0	0.0	0.0	28.84213458093247	19.692926514570306
1	2.1689249043469037	0.0	0.0	1.3406571862121262	0.0	0.0	0.0	39.14264473846592	28.359237629119132
