week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	0.2054598853100529	2.137571208750677	0.14112780699614594	0.020447798569448058	117.76224538678025
1	0.2918661592736817	1.8317277537718324	0.053810028255735116	0.030712299907613094	175.1839416396369
2	1.0946081644351857	10.645684823784483	0.36726663310346586	0.4364301234495398	40.90227336268102
3	0.25299765399007607	1.2923290238369767	0.025364673938999632	0.04061598317986197	87.6743935112257
4	0.8994678676222962	0.6879821043886208	0.34166811635330796	0.07752434653085112	203.8201754820448
5	0.6474405814423252	0.2149362395312403	0.20313552139913899	0.05015374222156031	270.1060942834975
6	0.36833019229819086	0.6401693840216252	0.2165119202815755	0.018199235063497424	180.78524890476308
7	1.5298586361641833	0.12246352497578972	0.1862377193629034	0.04396692832766668	128.24416591984723
8	3.386447594498685	0.0889733102783973	0.9679618212237884	0.03813113728491351	168.22699094407332
9	1.212641649572751	3.261959145744405	0.08299543871492276	0.023534578691469854	121.55149070799195
