1	21.1009
2	9.40851
3	6.25266
4	4.60698
5	7.87792
6	3.31389
7	8.77314
8	3.03774
9	4.04917
1	21.1009
2	9.40851
3	6.25266
4	4.60698
5	9.69148
6	3.96386
7	5.93836
8	5.21597
9	4.68115
1	21.1009
2	9.40851
3	6.41861
4	4.60698
5	3.55977
6	14.6103
7	5.29109
8	5.36262
9	4.68115
1	21.1009
2	9.40851
3	6.91006
4	12.8776
5	3.55977
6	5.68481
7	8.77314
8	6.36756
9	4.32068
1	21.1009
2	9.40851
3	6.25266
4	4.60698
5	4.78383
6	10.1338
7	4.91615
8	7.39309
9	4.39018
1	21.1009
2	9.40851
3	6.25266
4	4.60698
5	3.55977
6	2.98353
7	8.77314
8	7.83988
9	4.68115
1	21.1009
2	9.40851
3	6.25266
4	4.60698
