week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	86.73254314630078	69.16518035180161	47.25582753708725	83.1533009789013	74.20249732850192	-2.7057512012247638	60.49478728543855	90.25676593738176	91.61328654361527	89.87835883816425
1	86.32198813595382	67.54729544954013	63.5867264966752	87.87188998710917	80.02219925919427	-12.991138132921837	87.29858989483952	77.10609464294934	79.57682821888773	93.50341782522149
2	75.08394122645797	41.40121478363344	-33.77099426742712	92.10191020510294	76.87195149065482	20.501466616445725	80.78188362831503	92.76672836357368	86.91925636274057	96.81321383216786
3	92.40445444132901	69.03250061049107	64.65575395760837	81.58725249463001	75.79198832659353	0.6860980218474356	86.79589841762827	91.93148077986113	69.26680203793758	96.63793062671255
4	92.99936935202922	47.59344767498973	80.38573253516881	82.63880025671425	62.34593103001719	-19.938431645108075	78.14527284004276	94.4216258936635	93.94349436585698	96.1676236616973
5	92.28387395695414	49.72716589343193	83.97367912461453	82.73539019394742	68.77047318408984	-3.114873457932958	80.1707365288433	92.33566062709951	92.05926314218	91.23060944625311
6	95.29029517011269	47.96670061547373	78.1180801462621	89.35067367685001	50.389766088405274	-19.603093782861652	58.52594720648584	98.74189820942377	98.87404307322163	97.0174744617884
7	67.28451323058444	36.45374258879271	36.21956258763083	47.794343898211025	50.14047523191002	6.6983140749464	67.50324011682721	76.62253639963222	-959.4462309809412	74.34810528395506
8	84.07825280815912	70.09372373701636	75.63706809837223	71.68940284880163	1.9730962297327452	-18.72726527135637	77.87758941378195	87.44946618579941	59.05712432063651	84.37510991579131
9	78.7813972091165	56.55148208562417	16.997324648601253	81.42503486811684	59.78792331511199	-2.6304841570502333	78.70386661362186	-223.26978035638118	92.96370531012083	94.63961100129215
