week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	0.3902109994509105	3.201409152442633	6.840962409784789	1.0652944025782356	0.7131103218144081	113.33648504372478	1.9463716984322843	0.041656528246356	0.11492489404008938	0.013535248449603446
1	0.6699199805874094	1.9022862419528588	6.059707707582407	1.1130706375893284	1.2772021856359	166.82343362574537	0.5816873941840901	0.09128070586429486	0.24058733083727174	0.03284311010795092
2	0.8789442794870295	3.242243775297643	10.782074922315045	0.1761625150522161	0.9192520416987858	42.24220970745404	0.9482167108286198	0.0644609792817152	0.27999250465722003	0.019280934276051553
3	0.1276699148762799	2.3373198500630084	1.762780587066599	0.21098927944274376	1.083642628161265	84.52129193270098	0.9401428488104125	0.06785140319627532	0.19502315189816835	0.0831709001788605
4	0.1883285146064664	8.657098303127555	0.9714492130667737	0.3699965235213703	3.820833434187915	191.26240956316164	1.8964843907268065	0.053710610765322596	0.03148201853899934	0.015451260349163817
5	0.14422390744055782	4.324653092385244	0.4368672456331621	0.9102550781673843	3.373401076250184	262.3330539453108	1.4648181815089103	0.04860114082212357	0.027008223005907224	0.03522688144489376
6	0.03903555346652622	6.963561358359785	1.0911237258155535	0.5680024247120744	4.808425649115169	164.14487401613493	4.6025265933161315	0.008044046031258958	0.0034735389367980987	0.012496479822057167
7	0.6120139081913422	4.686073312113382	0.028361141944166585	1.2339282670560676	2.4847265218025187	112.2949637067354	1.1674477086260036	0.04761375353449979	11.249083561904042	0.0549697202975412
8	0.25910196018732823	3.4048944128754215	0.09524880877302631	0.9174410783987206	8.482612746783806	162.462775256547	1.3255930959351092	0.054661810192788346	0.3341512338254794	0.05433837647254571
9	0.0938895460604175	5.002739085632388	4.685668192021132	0.42740242626511127	4.817631246413522	111.97129576466511	0.9495358372644929	1.4618211100787846	0.1340176215855638	0.0307689999924134
