1	99.81925010763584
2	98.7303717650754	1.2788797037032071
3	98.20601416464744	1.941825864741364	0.019448945482565407
4	98.23137426984671	1.846138008056672	0.12602176576795165	0.015618918145976015
5	98.60367840285573	1.619695834141522	0.2632625136649164	0.127199999277162	0.011704650612267086
6	95.60355747502668	6.48383941184494	0.25477618994972856	0.19797046863467627	0.06836410351026981	0.06804281061736396
