week	Genetic 0	Genetic 1	Genetic 2	Genetic 3	Genetic 4	Genetic 5
0	101.3472303339392	1.1348515304356521	7.233945893679234	2.402708182797939	1.7022947605337793	12.454180235247648
1	182.20842901886806	4.340382993698817	7.9612148909696	3.1873915443170873	4.04904349912389	15.855939189959479
