1	21.10089358614828
2	18.817012037316417	0.0
3	18.75797225543763	0.0	0.0
4	18.427910478084097	0.0	0.0	0.0
5	17.91171543082978	2.8991708216226666	0.8279324908069539	0.0	0.0
6	14.26369576045174	7.67988311321701	2.301024126601402	0.0	0.0	0.0
