1	126.2752109366325
2	122.8196078429475	3.455603093685074
3	120.5882207486938	3.455603093685074	2.231387094253922
4	117.8378124338455	5.686990187938932	1.7785730799766934	0.9718352348711452
5	108.35036128077707	8.962572283848981	5.686990187938932	2.7504083148478475	0.5248788692204567
6	94.24122207311768	14.634018076879812	8.265670306612321	6.3838921651755705	1.7785730799766934	0.9718352348711452
7	81.74730957214629	18.149072372434176	8.437398502786763	8.152138750072531	6.3838921651755705	2.5786801186734287	0.82671945534456
8	93.71634320389722	8.003787074581886	6.3838921651755705	6.32839041617369	5.781902447798508	3.455603093685074	1.7785730799766934	0.82671945534456
9	101.7201302784793	8.6152792594295	3.455603093685074	3.350748134385647	2.977642281788018	2.5786801186734287	1.7785730799766934	0.9718352348711452	0.82671945534456
