1	99.63
2	101.572
3	102.398
4	103.211
5	103.375
6	108.161
7	107.666
8	106.91
9	109.386
1	99.63
2	101.492
3	102.734
4	103.53
5	104.534
6	105.316
7	108.046
8	108.528
9	110.178
1	99.63
2	101.643
3	102.533
4	104.813
5	103.469
6	104.335
7	106.604
8	107.559
9	108.908
1	99.63
2	101.539
3	102.275
4	103.273
5	104.392
6	103.435
7	106.796
8	107.86
9	108.274
1	99.63
2	100.854
3	102.855
4	103.587
5	103.333
6	103.58
7	103.759
8	105.158
9	108.196
1	99.63
2	101.539
3	102.71
4	103.448
5	104.16
6	107.369
7	105.397
8	107.977
9	108.008
1	99.63
2	101.561
3	102.722
4	103.798
