1	20.95103277417831
2	92.20190623093106	10.231622812703337
3	99.71016879110131	90.97478513207851	6.8948175002003484
4	99.38749772007515	96.35699359222474	92.0287204887389	1.885962020163372
5	98.24052262039228	97.91183827198573	97.34177445759317	83.11759683008214	4.221426755016449
6	95.44464365013755	93.14042923520671	92.29595453664695	81.68236330023387	76.48086292787903	3.503723087506152
7	96.15135108956477	94.76593807753821	94.35235443142658	91.7644731217862	88.53973163056578	79.46896865220037	-0.13046540209294746
8	95.21517946961889	94.43607687652059	93.91386543515762	93.67948271880778	86.0180826209085	82.51873978709871	65.49792387882081	-4.626482434223131
9	94.37443552658587	91.60038313083867	89.15703972679654	89.02977644298136	85.32755260421533	70.91718047174183	66.19728848328883	41.204944857898326	-5.893162523559799
