week	Gen 0	Gen 1	Gen 2
0	0.012428645861778598	118.31118631819413	1.5814836768223723
1	0.029145878487146244	176.17707460061004	0.7259269661559825
2	0.5532953824278807	41.92956652371323	12.1545232456456
3	0.01042824006410875	87.93483860383722	1.0322892702073543
4	0.1099294182065969	204.95779529468493	0.46380013766204725
5	0.01872881967713526	270.77920861699147	0.05655822426940516
6	0.026311197500377054	181.82500420692293	0.0975358591397354
7	0.16684463028602958	129.46841638230222	0.025624279457888238
8	0.5430531209239644	171.51009051486173	0.027483330087420613
9	0.012174651622965476	122.67759978190594	2.952645356480077
